VARIABLE_MAPPING_ID,VARIABLE_ID,IS_SOURCE,VALID_FROM,VALID_TO
DPM_BAS_MCY_PFS,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCY_PFS,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_MCY_PFS,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_PFS,PRFRMNG_STTS,false,1999-01-01,9999-12-31
DPM_RPR,EBA_RPR,true,1999-01-01,9999-12-31
DPM_RPR,RLTD_PRTS_RLTNSHPS,false,1999-01-01,9999-12-31
DPM_TYR,EBA_TYR,true,1999-01-01,9999-12-31
DPM_TYR,TYP_ACTVTY_RLTD_PRTS,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,EBA_MCE,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,EBA_TYA,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,TYP_INSTRMNT_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA_2.9,TYP_ACTVTY,false,1999-01-01,9999-12-31
DPM_BAS_MCV_MCY_TRE,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCV_MCY_TRE,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCV_MCY_TRE,EBA_MCV,true,1999-01-01,9999-12-31
DPM_BAS_MCV_MCY_TRE,EBA_TRE,true,1999-01-01,9999-12-31
DPM_BAS_MCV_MCY_TRE,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCV_MCY_TRE,EXPNS_TYP,false,1999-01-01,9999-12-31
DPM_TSA,EBA_TSA,true,1999-01-01,9999-12-31
DPM_TSA,STFF_TYP,false,1999-01-01,9999-12-31
DPM_SUB,EBA_SUB,true,1999-01-01,9999-12-31
DPM_SUB,SBRDNTD_DBT,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,EBA_CPS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,RPYMNT_RGHTS,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY_APL,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
DPM_MCF,EBA_MCF,true,1999-01-01,9999-12-31
DPM_MCF,HDG_INSTRMNT,false,1999-01-01,9999-12-31
DPM_TYH_F_20.01,EBA_TYH,true,1999-01-01,9999-12-31
DPM_TYH_F_20.01,TYP_HDG,false,1999-01-01,9999-12-31
DPM_BAS_MCF_MCH_MCY,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_CNO_F_46.00,EBA_CNO,true,1999-01-01,9999-12-31
DPM_CNO_F_46.00,IS_OWNR,false,1999-01-01,9999-12-31
DPM_PFS_F_31.02,EBA_PFS,true,1999-01-01,9999-12-31
DPM_PFS_F_31.02,PRFRMNG_STTS,false,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,EBA_CNO,true,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,EBA_REC,true,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,EBA_MCF,true,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,IS_OWNR,false,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,HDG_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_CNO_MCB_MCF_MCY_REC,RCLSSFD_PRFT_LSS_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,EBA_MCE,true,1999-01-01,9999-12-31
DPM_mi109,EBA_mi109,true,1999-01-01,9999-12-31
DPM_mi109,EFFCT_ACCNTNG_PLCY_CHNG,false,1999-01-01,9999-12-31
DPM_mi110,EBA_mi110,true,1999-01-01,9999-12-31
DPM_mi110,EFFCT_ERRR_CRRCTN,false,1999-01-01,9999-12-31
DPM_mi134,EBA_mi134,true,1999-01-01,9999-12-31
DPM_mi134,GDWLL_INCLDD_CRRYNG_AMNT,false,1999-01-01,9999-12-31
DPM_mi135,EBA_mi135,true,1999-01-01,9999-12-31
DPM_mi135,ACCMLTD_CHNGS_FV,false,1999-01-01,9999-12-31
DPM_mi136,EBA_mi136,true,1999-01-01,9999-12-31
DPM_mi136,GRSS_CRRYNG_AMNT,false,1999-01-01,9999-12-31
DPM_mi164,EBA_mi164,true,1999-01-01,9999-12-31
DPM_mi164,CLLTRL_MXMM_AMNT_GRNT_CNSDRD,false,1999-01-01,9999-12-31
DPM_mi170,EBA_mi170,true,1999-01-01,9999-12-31
DPM_mi170,NTNL_AMNT,false,1999-01-01,9999-12-31
DPM_mi172,EBA_mi172,true,1999-01-01,9999-12-31
DPM_mi172,NMNL_VL_MX_CLLTRL_GRNT_CNSDRD,false,1999-01-01,9999-12-31
DPM_mi191,EBA_mi191,true,1999-01-01,9999-12-31
DPM_mi191,PRSNT_VL,false,1999-01-01,9999-12-31
DPM_mi195,EBA_mi195,true,1999-01-01,9999-12-31
DPM_mi195,OTSTNDNG_NMNL_AMNT,false,1999-01-01,9999-12-31
DPM_mi339,EBA_mi339,true,1999-01-01,9999-12-31
DPM_mi339,CLLTRL_MXMM_AMNT_CNSDRD,false,1999-01-01,9999-12-31
DPM_mi340,EBA_mi340,true,1999-01-01,9999-12-31
DPM_mi340,GRNT_MXMM_AMNT_CNSDRD,false,1999-01-01,9999-12-31
DPM_mi35,EBA_mi35,true,1999-01-01,9999-12-31
DPM_mi35,ASST_INVLVD_INSTTN_SRVC_PRVDD,false,1999-01-01,9999-12-31
DPM_mi37,EBA_mi37,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,RPYMNT_RGHTS,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,PRJCT_FNNC_LN,false,1999-01-01,9999-12-31
DPM_BAS_MCF_MCH_MCY,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCF_MCH_MCY,EBA_MCH,true,1999-01-01,9999-12-31
DPM_BAS_MCF_MCH_MCY,EBA_MCF,true,1999-01-01,9999-12-31
DPM_BAS_MCF_MCH_MCY,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCF_MCH_MCY,HDG_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_MCF_MCH_MCY,TYP_HDGD_INSTRMNT,false,1999-01-01,9999-12-31
DPM_MCA,EBA_MCA,true,1999-01-01,9999-12-31
DPM_MCA,TYP_HDGNG_INSTRMNT,false,1999-01-01,9999-12-31
DPM_MCE,EBA_MCE,true,1999-01-01,9999-12-31
DPM_MCE,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_MCE,TYP_INSTRMNT_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_MCE,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_REC,EBA_REC,true,1999-01-01,9999-12-31
DPM_REC,RCLSSFD_PRFT_LSS_INDCTR,false,1999-01-01,9999-12-31
DPM_LTG,EBA_LTG,true,1999-01-01,9999-12-31
DPM_LTG,LTGTN_STTS,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,MSRMNT_MTHD,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL_F_42.00,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,EBA_MCY,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,EBA_MCB,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_IMS,EBA_IMS,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,EBA_TYA,true,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,TYP_INSTRMNT_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCE_MCY_TYA,TYP_ACTVTY,false,1999-01-01,9999-12-31
DPM_MCE_TYH,EBA_MCE,true,1999-01-01,9999-12-31
DPM_MCE_TYH,EBA_TYH,true,1999-01-01,9999-12-31
DPM_MCE_TYH,TYP_HDG,false,1999-01-01,9999-12-31
DPM_MCE_TYH,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_MCE_TYH,SHRT_PSTN_INDCTR,false,1999-01-01,9999-12-31
DPM_MCE_TYH,TYP_INSTRMNT_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_MCE_TYH,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_TYA,EBA_TYA,true,1999-01-01,9999-12-31
DPM_TYA,TYP_ACTVTY,false,1999-01-01,9999-12-31
DPM_FVH,EBA_FVH,true,1999-01-01,9999-12-31
DPM_FVH,FV_HRRCHY,false,1999-01-01,9999-12-31
DPM_ALO_F_12.00,EBA_ALO,true,1999-01-01,9999-12-31
DPM_ALO_F_12.00,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_DPS,EBA_DPS,true,1999-01-01,9999-12-31
DPM_DPS,PSTN_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,EBA_MCY,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,EBA_TRI,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,EBA_TMA,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,EBA_MCB,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,TYP_MRKT,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,TYP_RSK,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCY_TMA_TRI,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_PLD,EBA_PLD,true,1999-01-01,9999-12-31
DPM_PLD,FVO_DSGNTN,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,EBA_CPS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,EBA_MCY,true,1999-01-01,9999-12-31
DPM_mi37,ACCMLTD_CHNGS_FV_CR,false,1999-01-01,9999-12-31
DPM_mi43,EBA_mi43,true,1999-01-01,9999-12-31
DPM_mi43,AMNT_DRCGNSD_CPTL_PRPS,false,1999-01-01,9999-12-31
DPM_mi45,EBA_mi45,true,1999-01-01,9999-12-31
DPM_mi45,EFFCT_ASST_CLNG_AMNT,false,1999-01-01,9999-12-31
DPM_mi500,EBA_mi500,true,1999-01-01,9999-12-31
DPM_mi500,PSTV_FV,false,1999-01-01,9999-12-31
DPM_mi501,EBA_mi501,true,1999-01-01,9999-12-31
DPM_mi501,NGTV_FV,false,1999-01-01,9999-12-31
DPM_mi502,EBA_mi502,true,1999-01-01,9999-12-31
DPM_mi502,ADJSTMNT_CRRYNG_AMNT,false,1999-01-01,9999-12-31
DPM_mi503,EBA_mi503,true,1999-01-01,9999-12-31
DPM_mi503,ACCMLTD_IMPRMN_NGTV_CHNG_FV_CR,false,1999-01-01,9999-12-31
DPM_mi504,EBA_mi504,true,1999-01-01,9999-12-31
DPM_mi504,ACCMLTD_CHNG_NGTV_FV_CR,false,1999-01-01,9999-12-31
DPM_mi505,EBA_mi505,true,1999-01-01,9999-12-31
DPM_mi505,ACCMLTD_NGTV_VL_ADJSTMNT_MR,false,1999-01-01,9999-12-31
DPM_mi506,EBA_mi506,true,1999-01-01,9999-12-31
DPM_mi506,ACCMLTD_NGTV_VL_ADJSTMNT_CR,false,1999-01-01,9999-12-31
DPM_mi507,EBA_mi507,true,1999-01-01,9999-12-31
DPM_mi507,ACCMLTD_PRTL_WRTFFS,false,1999-01-01,9999-12-31
DPM_mi508,EBA_mi508,true,1999-01-01,9999-12-31
DPM_mi508,ACCMLTD_TTL_WRTFFS,false,1999-01-01,9999-12-31
DPM_mi65,EBA_mi65,true,1999-01-01,9999-12-31
DPM_mi65,CRRYNG_AMNT_BFR_RSTTMNT,false,1999-01-01,9999-12-31
DPM_mi7,EBA_mi7,true,1999-01-01,9999-12-31
DPM_mi7,ACCMLTD_IMPRMNT,false,1999-01-01,9999-12-31
DPM_mi9,EBA_mi9,true,1999-01-01,9999-12-31
DPM_mi9,ACQSTN_CST,false,1999-01-01,9999-12-31
DPM_md103,EBA_md103,true,1999-01-01,9999-12-31
DPM_md103,CRRNT_PRD,false,1999-01-01,9999-12-31
DPM_md104,EBA_md104,true,1999-01-01,9999-12-31
DPM_md104,CRRNT_SRVC_CST,false,1999-01-01,9999-12-31
DPM_md105,EBA_md105,true,1999-01-01,9999-12-31
DPM_md105,ESTMTD_LSS_PRD_DCRSS_ALLWNC,false,1999-01-01,9999-12-31
DPM_md108,EBA_md108,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_MCE,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_TYH,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_PUR,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_MCB,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_IMS,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,TYP_HDG,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_IMS,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_TPD,EBA_TPD,true,1999-01-01,9999-12-31
DPM_TPD,TM_PST_DU,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,SHRT_PSTN_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,MSRMNT_MTHD,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCB_MCY,RPYMNT_RGHTS,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,EBA_RUA,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,SFTWR_ASST_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,MSRMNT_MTHD,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_RUA_APL,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,TYP_CLLTRL_GRNT_RCVD,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_LHC,EBA_LHC,true,1999-01-01,9999-12-31
DPM_LHC,HLDNG_ENTTY_CD,false,1999-01-01,9999-12-31
DPM_LHO,EBA_LHO,true,1999-01-01,9999-12-31
DPM_LHO,TYP_ENTTY_CD_HLDNG,false,1999-01-01,9999-12-31
DPM_LIN,EBA_LIN,true,1999-01-01,9999-12-31
DPM_LIN,ENTTY_CD,false,1999-01-01,9999-12-31
DPM_TYC,EBA_TYC,true,1999-01-01,9999-12-31
DPM_TYC,TYP_ENTTY_CD_INVST,false,1999-01-01,9999-12-31
DPM_IMS_3.0,EBA_IMS,true,1999-01-01,9999-12-31
DPM_md108,DVDND_AMNT,false,1999-01-01,9999-12-31
DPM_md11,EBA_md11,true,1999-01-01,9999-12-31
DPM_md11,ACTRL_GN_LSS_CHG_DMGRPHC,false,1999-01-01,9999-12-31
DPM_md114,EBA_md114,true,1999-01-01,9999-12-31
DPM_md114,EXCRS_EXPRTN_EQTY_OTHR_CPTL,false,1999-01-01,9999-12-31
DPM_md12,EBA_md12,true,1999-01-01,9999-12-31
DPM_md12,ACTRL_GN_LSS_CHG_FNNCL_ASSMPTN,false,1999-01-01,9999-12-31
DPM_md13,EBA_md13,true,1999-01-01,9999-12-31
DPM_md13,IMPRMNT_LSS_ADDTN,false,1999-01-01,9999-12-31
DPM_md131,EBA_md131,true,1999-01-01,9999-12-31
DPM_md131,FRGN_CRRNCY_TRNSLTN,false,1999-01-01,9999-12-31
DPM_md139,EBA_md139,true,1999-01-01,9999-12-31
DPM_md139,INCRS_ DSCNTD_AMNT_DSCNT_RT,false,1999-01-01,9999-12-31
DPM_md14,EBA_md14,true,1999-01-01,9999-12-31
DPM_md14,ADDTNS_INCLDNG_EXSTNG_PRVSNS,false,1999-01-01,9999-12-31
DPM_md140,EBA_md140,true,1999-01-01,9999-12-31
DPM_md140,INCRS_ALLWNC_ESTMTD_LSS,false,1999-01-01,9999-12-31
DPM_md147,EBA_md147,true,1999-01-01,9999-12-31
DPM_md147,DFND_BNFT_OBLGTNS_INTRST_CST,false,1999-01-01,9999-12-31
DPM_md149,EBA_md149,true,1999-01-01,9999-12-31
DPM_md149,ISSNC_EQTY_OTHR_CPTL_INSTRMNT,false,1999-01-01,9999-12-31
DPM_md150,EBA_md150,true,1999-01-01,9999-12-31
DPM_md150,ISSNC_ORDNRY_SHRS,false,1999-01-01,9999-12-31
DPM_md151,EBA_md151,true,1999-01-01,9999-12-31
DPM_md151,ISSNC_PRFRNC_SHRS,false,1999-01-01,9999-12-31
DPM_md186,EBA_md186,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,TYP_INSTRMNT_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
